,ALL.1,ALL.2,ALL.3,ALL.4,ALL.5,ALL.6,ALL.7,ALL.8,ALL.9,ALL.10,ALL.11,ALL.12,ALL.13,ALL.14,ALL.15,ALL.16,ALL.17,ALL.18,ALL.19,ALL.20,AML.1,AML.2,AML.3,AML.4,AML.5,AML.6,AML.7,AML.8,AML.9,AML.10,AML.11,AML.12,AML.13,AML.14,AML.15,AML.16,AML.17,AML.18,AML.19,AML.20,CLL.1,CLL.2,CLL.3,CLL.4,CLL.5,CLL.6,CLL.7,CLL.8,CLL.9,CLL.10,CLL.11,CLL.12,CLL.13,CLL.14,CLL.15,CLL.16,CLL.17,CLL.18,CLL.19,CLL.20
g10,9.696546249632416,9.027357718435947,8.363200203832616,9.492508361042072,8.430764515007347,8.959539119723315,10.079701888565795,9.423325936777129,8.562466121116923,9.177658675483748,8.134755280221441,7.64789609551676,9.517426421218683,9.095307513025725,10.027806151216609,8.634042591672277,10.546887151482085,9.17659969970787,9.952783822034856,8.808367296323091,6.855610494144575,3.527420158739593,5.688433370218071,5.649337457459891,7.404708849251454,7.133778062732544,4.841525872845162,5.937860480640769,4.752015484145668,6.000617826401141,4.933484707489573,7.807086738764207,5.641706995911409,5.35245442631752,7.480555669926568,6.772692137894498,4.201990149380101,4.58103082011724,5.8144261319950115,5.417857592894478,4.472237227759813,5.76199250514337,6.321306215951998,5.472122950254685,5.62823374017319,5.384078356395207,6.356531525029594,5.539221776717568,5.157450823397064,4.543272585646235,5.852031122701291,7.442396363973068,6.8172323409026685,6.658305815128914,4.904097869785334,4.5230347137812785,7.494956625594371,5.81184170653777,6.138633488595331,7.061037149466351
g11,10.42420300276941,9.15078280536112,9.372584522137174,8.867621484849469,10.887399403187498,8.872253590497584,10.198423472354609,10.710707599839594,8.914085036185238,8.711058937426458,9.173819249255294,9.031411535255607,7.788647219920181,7.9540926626437285,10.275156422324965,9.297753688478856,7.954100417252551,10.20581162371264,9.70540774299478,10.151431557298958,7.5322814796346425,6.162454169418,5.991233308796501,4.653368669879909,4.937584145462496,4.053774619202053,5.440682893577595,4.981122672497868,6.142175495141734,5.114386047574797,6.0284105394370195,7.306404038587698,5.636228710831881,4.532064731717529,6.925044297209007,8.067446334220804,3.9869603623260623,6.635428352743544,7.742819317547824,7.005302644592239,5.58124174160202,6.331509540949254,5.7187748505306795,5.304348767470601,6.902689042187708,5.437992810712987,5.463177824691023,5.9582369276540215,4.785637397011923,6.562536354685631,6.184274744129659,6.374830756520725,4.437846199398271,7.313770067403244,4.684269288632214,5.625321929094634,5.692065506169072,6.390732775108054,3.904066030395693,3.861523438130785
g12,6.598085559036503,4.724720828788151,5.764781448037038,5.309876135018971,5.795533264779529,6.555292487456424,6.323127385644898,6.25493703109925,6.03101025575988,5.477003876795247,3.7750798149627824,6.960054592516505,5.776833495003621,5.5800821129930025,4.98853755633729,4.626015751860912,6.244385954026763,5.290348033168618,4.7198500521772075,7.541546553768457,6.182805760901881,5.22892912298813,6.209410671635327,5.104597408617814,4.93802675999976,5.805120724514134,5.499874962900231,5.760592888339528,4.669335978600811,5.7309441506328636,5.827227085780154,5.122587364314675,5.806055296005097,5.670602639786335,5.212134219731782,4.673801940487119,4.577760909811877,4.803921449359871,6.548316972665475,6.621557195146891,6.829964745802138,6.054558755414426,5.533401274181844,6.387017721132103,4.494509752142654,8.077008177856937,3.894161493539373,6.511079400795807,6.117000963103837,6.848529042849286,5.506341471682771,6.227629380106385,6.671721449630066,6.749708636836354,5.77722201090669,7.528043913502219,6.969697193325129,5.682624538096619,6.395552548170905,6.017914084893698
g13,6.687972428260502,6.837781045608029,6.650426302141544,6.925463505351006,5.620942923442676,6.344512159801211,5.914074282939579,4.547945070518021,5.5001308306309005,5.864058984756955,7.0360055648534345,6.014458509031344,5.238396404189423,6.122802237345375,6.063875221240522,3.374466455926167,6.507784500585282,5.312863950611551,8.318949738565212,6.202986581490166,6.539565741619062,5.2432079065858455,5.594251113203637,5.667611977983831,7.140183636989536,8.54695862988294,5.701452110470442,5.312560783387842,4.313321038475743,6.779010993558286,5.448868723092206,5.694324241484496,5.97201721983644,7.075542834376011,6.055076257314517,5.772828458320177,7.946952668266361,6.2801058682165305,6.95713398606724,5.283506087890723,8.612850837376229,9.128387808267481,7.922641501072733,9.443775443784487,8.675494778641944,8.359351433803347,8.93729669375999,9.055023096551313,7.852711026683978,9.012267093889307,7.284688646270751,9.309225415042956,9.329769054315575,8.49813192345478,7.926381298866231,10.0033868620854,10.38751525738406,10.307448983582866,9.02327984880884,9.275285182617134
g14,4.445515171052849,5.3360836620809575,7.119794915047615,6.062933589977795,7.575540655650956,7.459734937243268,6.208015296955861,8.167651578833372,6.1242782102938875,6.172093450183291,4.9508432611893385,5.394045594482219,6.81436459844466,4.838463102982566,6.107713934460556,5.7312404403901756,5.592669689190247,4.973475468153557,6.127839133479218,6.121951563640046,6.065076294407231,7.034342538527957,6.424236714720346,5.111025266256818,6.127915030805572,5.044895249794995,7.624529793181127,5.531633967450025,6.558647620238613,6.685327822158993,5.299205860925208,7.047764668319118,5.561121896081189,5.990580484100532,4.602192643892,5.94716173352581,6.420005652257327,6.580797832892533,5.63559388277706,5.826825290298181,6.990687739890248,4.831479640390669,7.07216919416504,4.831856181177885,5.222002744412475,6.141245497105641,4.773135791662929,4.924922702478916,5.950117982056405,7.424445522079752,5.7962132392696475,5.463321112871533,5.903028740769182,6.165432217930425,7.784392763753968,5.019029158940411,5.240860603913556,6.248169823080081,4.76443563662031,5.124235370482343
g15,5.584513930536249,7.296898636368169,6.088256760089737,5.683667641145817,6.204086571824388,6.54076259950474,5.307833059320991,5.585701690680754,5.753778825328696,6.520547864265087,4.483729293291028,6.894207722870032,6.617476861581392,5.568831755769758,5.8223964836443205,4.794343523063776,4.449611180945631,8.214971732901935,6.311462010434496,5.932089049740144,5.180305868959338,5.356307950888057,6.709838208053498,5.678522659312934,6.357952240892167,5.478136570665092,3.657016237875889,6.760251129519064,6.787456459004276,5.654060875001343,6.452967780227261,5.374780264862186,5.272555091237867,5.762787092243162,6.114426333810441,6.715149472635474,4.357377457103621,4.97350103852313,6.999385050797895,5.66874365712992,5.105942415871743,7.851480156002305,6.181819257501561,3.985976558216814,6.291395643683607,3.0190253422310476,7.709174854520593,5.9272432565696835,4.8599310860701745,6.354601657736531,6.550884650706129,6.0492905295771076,6.682924770985639,6.457563422965223,7.397600939494064,5.482552328980328,7.780773667359523,6.176227986837186,4.705834825802924,4.460511671704038
g16,4.35245569115946,4.863516471403494,7.3466193539998175,5.565583753129779,6.290597309432081,7.448804531543976,5.0340920368012965,5.435585368137425,8.296500152168713,5.984346389484594,6.67995913671313,5.416597917451766,4.880940075070257,6.390535682389327,5.91898213912114,6.823560928410048,4.566337912312573,3.797226970497499,4.398335483568175,5.684070868327728,5.473618723025131,3.5114947564003542,6.238756003427203,4.247953709592695,4.938604527289625,5.413515473947711,5.157769974278752,5.625196143077955,5.9461071796665905,5.018078423349235,6.344819368922542,5.899085650493366,6.860069761573897,6.899605328766855,7.6092983316045375,7.043904917532367,6.532182239942628,4.523055351358813,5.4842952782928345,5.33618585787029,5.035106601095538,6.428037664646674,5.645049316316971,5.547655030254554,4.779753568904951,3.848858834580511,6.244343109710844,7.275180652567524,7.55369494412179,6.561632269333586,6.550661817205055,6.14305556360911,5.194867628530606,7.098754079424035,8.013188888499066,6.978385607621092,7.045883563124696,4.860109883795074,5.403181982756632,5.754566116750154
g17,7.319051128254516,5.63766729425833,7.48381508525726,5.896436756285644,4.801643121155101,5.795857848897933,4.188869555722405,6.503620585183911,5.425713620589402,5.503716694185779,6.046590920706208,5.4301630561776015,6.146066440716788,5.718278086130022,4.8905794062285,6.5246632341564235,5.501574258520255,3.9125314206773454,5.8105768552626165,3.967473590166648,6.31119663023907,6.188849663892877,7.373905371359863,4.768605536521234,4.728746735778264,6.767515461611513,5.010156479351203,7.073106663310419,7.261374258124999,4.355309690267105,6.093266901778021,5.137214981577848,6.218987447381734,7.906462365744458,6.809324557402856,5.344154338901923,7.31996934438947,6.811513242435675,4.994550637179278,5.828908660850558,8.054003367814634,10.889346264199709,8.69907493804721,7.911884527348178,8.083661431946624,7.705919924663493,10.111943842644084,7.292084310539943,9.058400571704668,10.096452703034998,9.260394736771307,8.257755036457171,9.659380230855621,8.435261714364422,8.22096290031009,9.392492024096988,8.927141425144962,8.963126000965724,9.28274430663282,8.02527738079224
g18,5.961394230295255,5.064349916021337,7.295292369289794,7.142523541109318,7.215277531842019,6.449785982104867,6.128082413326429,6.795077675026843,7.485985779084151,7.793777391236583,6.175862838448618,4.761780879730059,6.23961041760299,6.783917392436884,6.58497100059764,5.903720416607514,7.279387798754302,5.516090650784196,7.429373488711118,6.632278697167978,8.129138858979701,4.389515200491846,5.974996225181092,5.626539681830222,5.878756042434918,4.514194332181104,5.270163338228027,4.989064415108746,6.419822842214876,5.573507535286751,4.443416961875053,5.8745085625465885,6.894231590220375,4.415587745600042,6.2885922692074745,4.851140962069097,7.071727079309888,7.079022666130834,5.35134691069783,4.535999228201802,5.331250745800015,3.815455778892219,4.7072421134967035,6.561154770762274,5.560867541097663,6.844886631907057,6.082786381774168,6.3853248460741945,5.644958041562684,4.353913537116117,7.029611323251672,5.400848208438436,5.595120759807477,5.508059280884757,4.181847608945633,6.555968081544928,7.277438811402201,5.8697019056988395,6.19836536967825,6.966713440376995
g19,6.4253906630577875,8.559950763736452,6.846796688070996,6.0972762594012,5.3996102056203945,6.383803459031493,7.341893921993116,5.178077681590843,6.656056977520334,4.655775595179039,5.21314816762011,5.332472539924959,6.180952818920905,7.121830315798105,4.735658059709139,5.762651287596327,6.348520603671814,4.564032541023433,4.747603913112114,6.030447620503515,4.1103341272557365,5.45141801163697,6.540239858850419,4.640923959228852,6.168239454362855,4.736167909828894,6.6972426603083335,5.685466348769739,6.336123680254344,6.040922630644952,5.194921948652686,6.978448756093199,5.97936125851798,5.759276579482175,8.845982516224485,7.312943831177598,7.077026005193796,5.274780975435917,6.210240353271851,5.176900967995346,6.0707590614518345,4.328144223324179,4.820123972912075,4.558834238154646,5.108947988407488,5.381922137790967,6.209559874814357,4.564505392823798,7.473592813891864,6.911552869865935,5.555235044407392,5.435005870145629,6.111680874694831,6.2243379520929345,7.012772324966347,7.400375573880071,5.515959137577008,5.66792803756266,7.069609179067638,6.284354910817132
g20,5.054202060868489,4.264198032166232,4.536554697453695,5.002842142851161,8.130045915821423,6.913622702098064,5.43867858646889,5.025116237159006,5.457990167141788,5.276991969811568,4.813430802008227,5.259776432751729,6.4073371042408755,6.53896253071988,4.968262071220709,3.51425556524471,4.577866762440638,6.473750898954375,5.566761483697401,4.112373677863176,5.5854394174764455,6.4804114442357035,6.2280761674345175,4.960281220158739,3.1376768232067165,6.756963608122618,6.64003556921572,4.855455050363691,6.208223741191172,4.887218088814477,5.420996096492754,6.169829017544251,7.119421947750531,5.950292129763817,5.501336763959316,5.471063624031555,6.528699082431904,7.219149794584325,5.53917806924774,6.105941180627795,7.301143104306914,9.04860360086968,6.689601382180218,9.719478345096292,8.904773959314738,6.542876498376755,8.486425933309617,6.998925634632755,9.210767163620154,8.96481598198434,7.648528198556395,9.391910269645402,7.779197757511411,8.072434124391812,8.49485944243947,7.330578320635385,6.570597241598373,8.459627093618504,8.475472846138015,11.091626622121865
g21,6.520034174881406,4.825583075159635,5.151831432288685,4.400230866154282,5.895299899530883,4.161510462263881,5.962661563375597,5.422598355023068,4.629487828089969,5.4116326118147935,5.886690649382176,5.445877030779766,6.337015458846293,6.97589475024891,5.586870772767736,4.185873853189074,6.377830939645422,5.275737443855172,7.72217978723401,5.745723197264425,7.57316708950839,6.847023681138238,4.882700493326775,2.930083566095222,5.278590334244828,4.734077386615748,5.737124833505963,5.737460362033556,5.0531090158482,6.302772367517437,7.786253326601473,6.2758365109445435,6.136026861311625,5.258546572980318,5.953039656424981,4.745777327073454,5.91732623082314,5.392114294770346,5.462901685811137,4.791142496588954,4.602448428394833,4.883439440530653,5.409785147503287,5.549707703144695,5.128725813126625,6.636481566667401,7.882853368442316,6.3118631548345725,5.587869326510899,6.0775285575307345,4.509066727115696,6.866835805643219,6.523962907454859,7.087075749043542,6.1671424834889805,5.525483212836067,6.247911007662524,7.526890962427142,6.8428674285255555,6.792947654461726
g22,4.523258223088827,6.4294034095010595,5.554767812745879,7.110724599707645,4.90073299523222,5.135791811340667,6.862116635186249,5.943210271201699,6.685889034192062,8.025240060581542,6.752306212057762,6.387357741276429,6.548906427093414,5.932713595206019,5.824742921316709,7.0000327099926745,6.533521584350972,5.182645680183026,4.925600860339437,7.019566447661182,7.216707273342032,5.465665379810202,7.3728992818474595,5.966196494750074,6.548118979898298,6.00621793079416,6.551868333675796,4.469081056748754,6.08550548852675,5.652780809442395,5.656739388741941,7.215336711196159,6.142366632587675,5.622054229878856,5.5526163967907936,5.4640655633814585,4.575403644171213,8.257995959764107,6.215416708755184,6.027613071048685,6.105830475917613,6.311741177740707,6.517932406573331,5.743762583747174,7.091783208764639,3.330777238825061,6.47438836387139,6.916207983318323,5.2732183608856165,7.847874635170768,6.0089274207884715,6.05300030006565,3.051607029508434,5.418149362735544,5.631353935612993,4.938926233710929,6.2615253348192885,5.6343862919770205,6.45576209517595,4.8737061538551
g23,7.406180356226198,5.785335313385224,4.801447847076027,6.466882540687411,5.686149345441379,5.739749728132675,5.598027930183516,5.68798205364852,6.550111623097388,8.212457240781108,4.782709137250792,7.027342469046317,4.751055921481166,5.791140271131399,7.076421946711714,4.665626966136742,5.454963821473978,6.687002643575771,6.52707113173374,4.491166580679751,7.88000250390072,6.39476485172077,7.560730114958479,7.0814827168792664,6.072660029640193,5.215021287495098,5.580544953756518,4.666463773745518,7.053510826818511,6.289677737646985,6.175255034793635,6.671250999078744,7.8625926904398655,6.665148238620525,4.777538441912768,4.251195906452243,5.628943167565331,4.280538005736628,7.1312015850753,5.0986082146223675,6.2053865134609705,6.338373149957929,5.31116243857375,5.416871517167293,6.83548558244213,5.256425691566982,6.38900897357174,6.1075170889728225,7.1338890465120945,7.849025818792521,6.766591878654941,7.682005914230966,5.776848353205656,6.680152898985388,7.088849210384993,5.299007911898925,7.619935629572315,5.205528272377965,6.572801437461747,4.730611653173737
g24,8.982187587092834,9.680029820089239,9.45960671551628,10.409967538446711,9.872895922180223,8.093633560863227,9.4723203591293,6.914911407824507,9.169219152749683,8.332268643498729,7.28684734537961,11.0476330204194,9.058559270568391,8.882452195022616,10.187117799198258,8.538720836505128,9.804997707462132,10.19484894431353,9.733305851982413,8.014964880605989,5.441758952843228,5.638061029678193,7.002998467780408,5.241041993216871,6.327269185713904,5.032618560364431,4.139258828844547,7.703150496108136,7.398048851773723,6.908637883747603,6.11614771057203,4.865286084332084,5.43529912702824,5.94870477784049,5.640173729332115,5.187591747353091,6.922097597230934,5.619016432926559,5.3445501659309205,6.451438902288426,5.857371372115734,5.827848551229768,5.565829889645418,3.973660109121738,6.435145679130051,6.914558608167872,5.790312760733677,5.725923170913089,4.83593610796659,5.780436175794379,5.933289674246313,6.083639142653471,4.322807207251553,6.794538086605524,6.329985454737514,6.547204479057948,7.369958207645612,6.987274164662263,5.792117127401977,6.365448512286774
g25,5.674195509926085,4.726717136009634,3.5933099469314866,6.88147063202085,3.8326716001935663,5.829353421292812,5.420645749177379,6.824672106318872,8.174991181781031,6.299904868911881,7.461489424545338,5.745287016913853,6.166542864291433,5.268643457355967,6.544875203952552,5.991064006627845,4.889060483547874,7.314860319348009,6.0057337879951485,5.113437367551268,6.066051726528582,6.558710260999583,6.248878834674489,6.889759178754439,5.7481665885723165,6.1443749624255295,4.764823200304742,5.888348362072736,5.6202570551068,7.337843125875741,6.282841004802546,6.203936452357575,5.587636668638663,6.419380796695661,5.386654636987482,6.383502909248005,7.109126024712493,6.613778754600388,7.417576806111413,6.013201825113059,6.149547320860508,6.102899614689195,4.829439152197505,5.259527574302157,6.559394401492424,5.927417260214536,6.840964322354842,5.9517544638184425,6.644255396495243,7.950201648497131,5.748696464730118,6.651375881123254,6.76743447213487,5.857110367623461,8.960909332171001,7.492867942627354,7.472032694646492,5.190701543406868,6.159134355422975,6.174176921016175
g26,7.021339885886279,5.663785378184644,7.1680755584403535,3.9077803682320797,5.388677554457429,6.48761370990232,4.697888565392792,5.248248391867064,6.822434575983481,6.226391743443821,6.520251206339983,6.876145993206588,6.945754333441519,7.693937403591167,7.7602422356199305,6.199341552502102,6.6489419777957055,7.04995392722116,6.744926338347411,5.1761957974514825,7.866270420103122,9.183741649665764,10.859962386981033,7.402372364610152,7.812367779389758,9.15994864992153,8.461846127225838,8.440648250920114,11.67784128680165,9.379084705332858,9.196817076848326,10.921009000648228,7.165662125177132,9.065088418500908,9.854714529768035,9.557141325325428,9.824148987879433,10.342055430932055,9.391319261049448,9.768741348389975,8.476744379999708,9.471185140711464,8.551946040777068,9.025307295196924,9.888848150834876,6.952264201124399,9.18046030822195,8.185958869569486,7.037201373252152,8.695237228149587,9.418308865464084,10.00143332175551,8.474604458723821,8.841217747580993,9.918337239550137,9.119311742932133,9.06251751317011,8.064503121150722,9.125018465456268,8.875054374313905
