Taxon,Petals,Internode,Sepal,Bract,Petiole,Leaf,Fruit
II,4.988261435375299,-1.621550144512679,-1.0410798748029224,1.5854927347142622,1.830389787527344,-1.5933100276519714,-5.213059752994368
II,2.3918178226184215,-1.815925367494996,-3.057987906037261,2.681586377224298,1.9105535707631354,-3.201949756861255,-5.479192865192858
II,5.051826924197778,-2.1569698817308054,-1.2834152674127357,1.23721152360268,3.7230564021491848,-0.3575750974996412,-4.661964186803249
II,4.446597117369866,-2.836558237804737,-2.88148287904128,0.7393123449287381,1.6818611125131424,-0.28840746136577433,-4.864963148896652
II,5.21270649752561,-3.8220335922382693,-1.214428979821848,-0.05608420715231355,3.016675705551614,-0.8471388434499477,-4.933892611817893
II,4.395856910020154,-1.5983439218986053,-1.707988194077099,2.4160764920273654,0.5198839092647922,0.1596737158969357,-4.403851651819467
II,2.6882146814028953,-2.958785533616986,-1.0946263033924915,1.1519347389545191,1.3448847470000609,0.03788658330524153,-5.489022723177095
II,4.420471286459102,-4.715606946638733,-1.2926223260610117,0.605175322813559,2.5515965303585877,-3.2609234079067093,-6.086537696829701
II,2.209964410020654,-2.415501878558082,-1.3709620153182183,0.8138893052576827,3.1556783397143873,-2.2521032911092815,-5.703424706560039
II,2.9634772742540902,-1.5280299006704465,-1.410350327502026,0.05324415072899513,2.301995906427053,0.0009418743205666935,-4.61466359963457
II,4.094013526288724,-2.4608499173778116,-3.4049717478164303,0.9177153183273867,2.884258689228478,-0.756712731942032,-5.032679406958222
II,4.677399773236805,-2.336615494849093,-2.1393319550383474,0.4475246944559219,2.439418172751184,-1.8185810051934574,-6.413054412583795
II,3.132731330144193,-1.7967573268448476,-0.28580593021869416,1.5428537394632107,2.3785647159623156,-1.397470297068378,-5.964815048125952
II,1.5076481603030292,-1.2502522770751332,-1.6687136060302676,-0.7570377799815164,2.766244861705479,-1.9604589977634534,-7.162754589706084
II,3.3100739430302073,-2.0926846251116213,-1.059086989385622,3.1842835609054427,2.559994148959567,-0.4096471214587798,-4.669766562040088
II,3.4217299977895075,-2.3698710986158313,-1.3227789114083102,2.3223136456742575,2.3973990471049915,-1.6444278201414537,-5.278020034023972
II,3.395429004711708,-2.4953589438891934,-0.6182123306647469,0.930247695680219,2.886662524406634,-1.8022757345116025,-5.23045536688395
II,3.282661396281034,-3.3509317777081025,-1.064871234369565,2.2451877578630643,0.7295077658700777,-0.2545347017119046,-5.892395627872875
II,3.3241708532501457,-2.3006309325823144,-1.9842425724168966,-0.14308706718067032,2.385253604006448,0.07899922778309487,-5.284766404738167
II,4.447774080036832,-1.1238768906231054,-1.2364063771181173,1.3847638638752287,0.7979196776110953,-1.9079160413364573,-5.940753212481655
II,4.439173593753618,-0.7989610817899349,-1.2455359527099592,-0.09536014053746067,2.139452343104574,-0.3583209009358068,-4.697561692064498
II,4.658539234364857,-2.506028668375933,-3.0841346979677313,0.8750122062602428,4.035448036847024,-2.57287113982907,-5.305459943752034
II,3.5865962012768464,-1.6881320240575797,-1.669482474064801,0.9864431433639714,1.3746287105904704,1.2449067482701865,-5.487081586973005
III,1.7323838355769028,-3.7596653775286506,0.7904229387229917,-0.32402179186797175,-2.5800174557864417,-2.7301408845774806,-0.5916473890456606
III,1.7219835540285349,-5.202524822640981,2.1540123064054884,1.0379015755884942,-2.91731026450834,-5.281257942931905,-2.3331660925439532
III,3.4585036499292587,-5.224278387713959,1.038758873339261,-1.3434561844923185,-1.3535512025986514,-3.0182729767765903,-1.8112162929359987
III,3.2989731925415793,-5.255039493816827,0.26473806238391295,-0.477266398743414,-2.292345382103253,-3.0548875916779865,-2.042684111200516
III,4.9819217092491925,-5.704402046270787,1.1310517399049318,-1.1159065072740944,-3.2065271623234155,-3.641362247979232,-1.8255015482363854
III,2.0504416813279303,-5.11448408697077,2.2559995653037292,-0.6327219339031905,-2.768519422578804,-2.9303503263822073,-2.65198901233592
III,3.3491101080136256,-5.12836497360009,-0.23895565278778397,-1.7774921547585363,-2.899358046757561,-3.2015961137687605,-1.6462146760692236
III,2.0375748631746133,-6.022579692035216,-0.34674327478832323,0.04242049575490081,-1.6582122727370439,-4.073246844411335,-1.4298251221513731
III,4.389416246321264,-6.090758263606119,0.929491241928537,-1.2293344967631437,-2.832391941395626,-4.663216686315607,-2.1341109315114952
III,3.7024338215485324,-5.734876115261407,-0.11494861035168946,-1.3834302521732809,-2.8871589948119327,-3.0213830838253948,-0.685503463803947
III,3.8991739438684814,-5.0433331534939585,0.3635719293187545,0.8009223963396965,-2.7533088617704564,-3.6803728631640653,-1.9731150787497345
III,6.377686383358768,-3.6658779506177925,-1.020574099086813,0.2890437828335672,-1.3383262572222672,-4.749053719344894,-2.5598802600277457
III,2.160327676794198,-4.526926596945321,0.1418532840065314,0.8011231507990728,-1.323316286525114,-1.8114783739583509,-2.1471503550172457
III,4.171120109548197,-5.844743594979869,0.2379262481175189,-1.4797972905226977,-3.1103968724365494,-3.4482438145465046,-0.6280354611045798
III,2.943978294724907,-5.8207006075450165,0.3717436776712376,-0.7103344107672807,-3.336337631378362,-3.3874974275436385,-0.8123876594280284
III,3.8727574151308453,-4.736734629877116,0.6700859600926319,1.70522360755026,-1.1624603571840693,-2.060213481562629,-1.6688196638596238
III,4.057977733891518,-5.64825018882637,-0.2566442003593661,-0.3753821117327529,-1.8714010969709982,-3.462454125016252,-1.84187150012992
III,2.0696392076681462,-4.070655422700475,0.342092346769428,-0.9771788902253893,-1.8436150701408098,-2.3871619273077407,-0.5931875579873291
III,2.259927111573557,-4.094914487049631,-0.9924749041756609,-0.693288237013895,-0.2087950608758491,-3.4339177325064614,-2.162352564068027
III,3.739980573005922,-4.408809249467031,-1.4466067959446174,-0.9443845809368743,-2.9007017088816083,-4.375574074428023,-1.193903564995316
III,2.782652855901922,-3.2184682930318167,1.2553444935766467,-1.4202200731046963,-3.374707912591598,-3.5815998343522235,-1.9926300558809888
III,2.1291903692230894,-3.3372986564412184,0.5152369324965353,-1.192358120554536,-3.081823494921373,-2.5380713888698465,-2.018757012977283
III,2.482171179026441,-4.836127464530172,-0.2351876491725975,-0.7584222360392002,-2.1237602620070892,-2.8112917017251333,-2.483648610296307
III,3.2966296506775725,-6.193880545350804,-1.0180560686631848,-0.20053493454383176,-3.10815463754716,-2.2068114872856524,-2.412072139740954
III,4.665858126675912,-5.152036125864374,1.2868316578549117,-0.9095940594394245,-2.084855378372598,-5.4442012017069565,-2.0946850831394457
III,3.0313047107094295,-3.660930698265076,1.7308221766083118,-1.613439204861641,-3.0026053918764033,-4.219605876300882,-1.782500626956376
III,2.315451960739111,-3.2585528087523237,0.238751109787177,-1.102510651389283,-1.4599102025906037,-2.198929222552052,-3.581128303977416
III,1.9629980733667787,-5.251213415521519,0.014901706770245937,-1.9827278499469898,-3.1784733673738024,-2.6503151444945514,-2.3109955031028324
III,3.0102009934227283,-5.6815611911213235,0.9535756389053629,-0.9157433009892348,-3.7830150491201078,-4.428348774800315,-1.9310873306562257
III,4.824363617222606,-4.248407206613862,1.2553499290046828,-1.5508672079214694,-4.417431158735893,-1.4766647348521786,-1.9712767468197472
IV,-3.2802485887930626,1.7932581445356406,2.848353632214402,-2.2006967654056777,-1.3796762216897536,2.2501007584563197,2.0442581807277707
IV,-3.8096247649465225,1.6676481893681858,3.1348582292845864,-2.43739453458156,-2.0412018064004696,2.5562985228621455,0.18827031279587975
IV,-4.8932311355239255,-0.5766826203426951,2.699307051769957,-2.053725882287942,-2.7981603265743775,3.588290897319491,0.8622665205350517
IV,-2.530446798145148,2.264502474703932,1.8496010769187052,-2.0972499839145833,-2.8358957958913065,1.5830596971250603,-1.5263703252019607
IV,-3.978199183810799,-0.28665633243284283,1.8293224026424388,-2.9740972451362873,-1.4608539263341964,3.951879590250263,0.056083766427867
IV,-4.886817345670865,1.6572652922782973,3.7545932417215107,-4.101522930385022,-0.8538361130276723,4.388294869210389,1.4251577001882245
IV,-3.837640335786373,1.0637305360185434,1.4059217580313845,-2.784134525240483,-0.5865754235835074,2.083468362375552,-0.11696711971299117
IV,-3.4606451497343724,-0.4821416079187868,2.2496832621863363,-1.9042085485814257,-1.1144337092504901,1.083321751060835,1.7336251229992299
IV,-4.734612788756179,0.35754292416392297,1.3792124136697779,-1.6977505176030308,-3.585198435375523,0.5069989897933498,1.0179406146324883
IV,-4.694161248600243,0.49700244310632735,0.9970230425196771,-2.2929500279315556,-0.9339719783147918,2.9686029373074625,0.6747920866952362
IV,-3.3878718216285137,0.20922487186453675,-0.537773277536512,-1.1284287001945794,-1.7124309707675942,2.225557664655567,-0.5916073880667243
IV,-4.792866325527481,0.9766069490960527,0.9774949406693234,-3.3686332405338764,0.05228208799724143,2.8282813125644455,-0.3512158214158842
IV,-3.209471405753066,-0.16318159631289642,0.6251736675004651,-2.2833625681969503,-1.989389502870985,2.4060684400020933,-0.910808965803203
IV,-3.6879379267555303,0.5594480808494438,0.80973427181538,-2.2824279967059877,-1.818661825984881,1.8576097713943467,-0.9063430039168943
IV,-4.841121167576517,-0.46385755557083974,2.2354638801661806,-1.4669260975641936,-0.6592997199690783,2.700034307076991,-0.04674367022216963
IV,-3.0318643562562912,-0.7732692527880569,3.764155085357643,-4.194321799171711,-0.9781850649754089,2.7624765147664014,1.2683840984452726
IV,-3.9125406057056225,0.9598503751756744,2.3588683571307714,-1.33877465587473,-1.712042454864526,4.173519465164784,1.3895522489211154
IV,-3.7362575392917745,1.1277735432401936,1.7050609923944033,-1.4005108644505821,-0.6514834201631865,3.295901853804109,1.3453185609469922
IV,-3.797939153945717,1.0767331548705004,1.6012211904402842,-3.5405382221930632,-1.989133635140315,2.50953453641952,1.4558606204494209
IV,-3.40442356835705,-0.02938260074128729,1.809949144846081,-2.0246080714705617,-4.114798009845049,3.1532600522478464,-0.26728099379246223
IV,-1.0999323388231805,0.9352075765594556,2.2267126491197677,-2.845275386125239,-1.8950133525675783,2.313087529646395,1.5600386925855223
IV,-0.8719234475054525,0.43367310553973204,0.9997076908885473,-3.7751622542353416,-0.7102534722129296,2.09434427475477,0.11417929708048241
IV,-3.446864857551954,1.8077638294453007,1.7422231648152224,-2.315654834390907,0.4576882024951454,2.925581419879095,1.376989041663226
IV,-4.13537598949767,0.6197689613555665,2.090231844678236,-2.891144662728302,-0.770791893076679,2.595667459214559,0.053903618309382284
IV,-3.206888254718355,1.0619412205306533,0.8145550630947329,-1.8015190699117296,-2.929878690590415,3.229398095615571,1.0243212388216107
IV,-3.6460530250235643,-0.06670057715442979,2.9652308984961535,-0.4262709064169743,0.09288164672169863,2.943452529381454,0.9698373671231699
IV,-4.973366906335544,0.06830465715024736,2.806941822548321,-2.0255497027332896,0.08627618987974017,4.105210488905833,0.6278703525518472
IV,-1.2512304985550213,0.8564992053631773,1.8592403576839964,-3.137640031521746,-2.0952188712889965,3.459840150107225,-0.7416818414214472
IV,-3.3111681429278375,0.46346143545946467,1.2798165966909525,-3.115007824557527,-1.3614253322919978,2.7674271153026107,0.48493135000321724
IV,-2.3845395388604365,1.1564577097896356,0.7981721737575238,-1.9605682619055118,-2.444369215976221,4.270005344843692,-0.048510976953988594
