ID,sp,long,lat,No. cat,Code,d1,d2,d3,d4,d5,d6,d7,d8,d9,d10,d11,d12,d13,d14,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12,m13,m14,L1,L2,L3,L4,L5,L6,L7,L8,L9,L10,L11,L12,L13,L14,L15,L16,L17,L18,L19,L20,BIO1,BIO2,BIO3,BIO4,BIO5,BIO6,BIO7,BIO8,BIO9,BIO10,BIO11,BIO12,BIO13,BIO14,BIO15,BIO16,BIO17,BIO18,BIO19
48,lecucodon ,-103.39,21.92,L105860af,1,-0.00173152,-0.00311871,-0.00486141,0.00829542,-0.000354701,-0.0136516,-0.0160015,0.0123035,-0.00891221,0.00911294,0.0207135,-0.0131711,-0.0106809,0.0142905,-0.00676106,0.000954666,0.00924797,-0.00349096,0.00270893,0.00172064,0.0017555,0.00213755,-0.00588831,0.00124689,0.000856088,-0.000852415,0.00821981,0.00314028,0.00395905,0.00185984,0.00327719,0.00275431,-0.00870761,0.00152122,-0.00609778,-0.00109208,-0.00514548,-0.000897272,1.27E-05,0.00745813,-0.00165243,0.00239804,-0.00536621,-0.00607302,-0.0029973,-0.00121769,0.00632533,0.00505821,0.0124193,0.00268697,0.00115304,0.00417575,-0.000968139,-0.00582956,-0.00221379,-0.0263367,8.61E-05,-0.00195703,-2.40E-06,-0.00436457,0.00160557,-0.0028288,-0.00260922,0.00141294,-0.00232587,0.00472944,-0.00629885,0.00141368,-0.00614473,0.00419348,0.00458725,-0.00779112,-0.00135674,0.00734519,0.0112909,-0.00454079,18.2,17.1,6.2,306.1,31.3,3.9,27.4,20.4,16.9,21.7,13.9,719,190,6,110,479,21,326,40
49,lecucodon ,-103.39,21.92,L105861am,1,0.000452858,0.00134955,0.0124709,0.00664659,0.00355996,-0.0117237,-0.00515332,0.00586787,0.0148671,-0.0157185,0.0382215,-0.0108609,-0.0235192,0.0139456,-0.00725448,-0.00250374,0.00905419,-0.00651871,0.00513861,0.00211272,-0.00129806,0.0043684,-0.0061986,-0.00466189,-9.78E-05,0.000949595,-0.00184649,-0.00320966,0.00466615,0.00369009,1.16E-05,0.00666751,-0.00746808,0.00337655,2.37E-05,-0.00181508,0.00466858,0.000232245,0.0124629,0.00940593,0.0135464,0.00790279,0.00340174,-0.003924,0.00545175,-0.00625831,0.000545558,-0.0277841,0.0119731,-0.00119251,0.0121035,0.0154067,0.0168077,-0.0184576,-0.0630572,-0.0181832,0.000110328,0.00172863,-5.25E-05,0.00116299,0.0047408,-0.00339095,-0.00146701,-0.00320132,-0.00245587,0.00562515,0.00517896,-0.00471437,-0.000270038,0.00613451,-0.00483094,-0.0154656,0.0215349,-0.0126027,0.0131391,0.015416,18.2,17.1,6.2,306.1,31.3,3.9,27.4,20.4,16.9,21.7,13.9,719,190,6,110,479,21,326,40
50,lecucodon ,-102.78,21.28,L105862am,1,-0.00499918,-0.00625416,-0.0136662,0.00832284,-0.0180828,-0.00966419,-0.00191245,0.0128944,0.0113812,0.00734018,0.00647727,-0.0190928,-0.00890408,-0.00678906,-0.00110147,-0.00140432,-0.00267043,0.00292139,0.00814526,0.0042507,0.00479749,-0.00220793,0.0108247,-0.00254065,0.00389249,-0.00321762,0.00772293,0.005114,0.000742486,-0.00201278,0.00649971,-0.000319426,0.00655634,0.000248452,-0.00912218,-0.00201382,0.00512507,0.00594941,0.000923546,0.00276135,-0.00696928,-0.0127115,-0.00120466,-0.00032473,0.00843801,-0.0137939,0.0133372,-0.0296112,0.00257265,-0.000276167,0.000171338,0.0237283,0.048501,0.00466736,-0.0454419,-0.0186914,-8.00E-05,0.000706612,0.000952403,4.44E-05,0.0146528,-0.00708481,0.00108734,0.00120716,-0.000286023,-0.00779082,0.00476976,0.00523163,0.00400699,0.00727727,-0.00657264,0.0117413,-0.000644776,-0.00809236,-0.00477602,0.0176815,18.3,18.5,6.4,271.1,32.4,3.8,28.6,20.9,17.6,21.4,14.6,677,170,5,108,446,19,312,28
51,lecucodon ,-101.75,21.73,l107792am,1,-0.00441762,-0.00715505,-0.00082659,0.00290932,-0.00467363,-0.00710333,-0.00506349,0.00297728,0.013587,-0.00375831,-4.80E-05,0.00507592,-0.0149793,0.0201221,0.0037133,-0.00309734,-0.00048725,-0.00244371,0.0034828,-0.00121818,-0.0045956,-0.0014104,0.00211707,0.00398268,0.00220533,0.000923073,-0.00149214,0.0102283,-0.00048497,-0.0064693,0.0022243,-0.00644771,0.00609512,-0.00322079,0.00658026,0.000541549,-0.00234037,0.00739584,0.0106358,0.000124364,-0.012049,0.0225421,-0.00568162,-0.00272149,-0.000593981,-0.0058456,0.0125619,-0.00931778,0.00119797,0.0045962,0.00615991,1.89E-07,-0.00896315,-0.0141075,-0.0155405,-0.0126646,0.000251973,-0.00100367,-0.000137676,0.00206581,-0.00214044,-0.00445607,-0.00107808,-0.000943806,-0.00245899,0.000417363,-0.00420059,0.00343223,7.44E-05,0.00225868,0.000884872,-0.00151349,-0.000430433,0.00224646,0.00491926,0.00819532,16.6,15.8,6.2,267.5,28.8,3.6,25.2,18.4,13.1,19.6,12.8,575,122,8,87,330,39,232,47
52,lecucodon ,-101.75,21.73,L107793af,1,-0.00363254,0.00106361,-0.0158603,-0.000877132,-0.0058802,-0.0159772,0.0165919,0.00723602,0.00558138,0.00173085,0.0173843,-0.0114367,-0.016208,0.00185451,-0.00056157,-0.000767313,0.000209867,-0.00566289,-0.0020557,0.00015082,0.000194452,-0.00124519,-0.00348497,-0.0035833,-3.85E-05,-8.69E-05,0.00132907,-0.00156481,-0.000769792,0.00407948,0.00791655,0.00125268,0.00803337,0.00785936,0.00420545,0.00178597,-0.00355727,-2.96E-05,0.00785093,-0.00414842,-0.0147416,0.00603795,0.00183355,0.00788019,0.00337488,-0.0107977,0.00970802,0.00167237,0.00844758,0.00897507,0.0104223,0.000686658,-0.0095355,-0.0136245,-0.0108632,-0.018681,0.000374443,0.00232347,-1.83E-05,0.00200319,-0.000996082,-0.000236038,-0.00159875,-0.00074773,-0.00473063,-0.000932735,-0.00388677,0.00535382,-0.00273751,0.0132257,0.00271896,0.000166316,-0.000622454,-0.00176309,0.00291606,0.0075769,16.6,15.8,6.2,267.5,28.8,3.6,25.2,18.4,13.1,19.6,12.8,575,122,8,87,330,39,232,47
53,lecucodon ,-101.75,21.73,L107794af,1,-0.000765248,0.00472422,-0.000463286,-0.00266975,-0.00509353,-0.0147555,0.00365411,0.00757568,0.00508313,0.00406809,0.0197734,-0.0133217,-0.00913551,0.0129774,-0.00437126,-0.00101396,0.003873,-0.00900362,0.00927702,0.00253532,-0.00356322,-0.00709384,0.00145716,8.99E-05,-0.00267791,-0.00173997,0.00790247,0.00252861,-0.0129691,0.000215727,0.0039702,-0.00244843,0.00278579,0.00541389,0.00717859,0.00472467,0.0022428,-0.00110748,0.000882175,0.00352327,0.00343546,0.00324504,-0.00339272,0.007132,-0.000845441,-0.00832397,0.000425878,-0.00479471,0.00459,0.000218113,0.0207578,0.0143492,-0.00380969,-0.0274628,-0.0207988,0.00608162,-5.64E-05,-0.00200905,-0.000249293,-0.00232282,-0.00132155,-0.00238094,-0.00185465,0.00380896,-0.00162259,0.00261956,-0.00920584,0.00479416,0.00202633,-0.00504101,-0.00241828,-0.0163052,0.00124958,0.0098862,0.0154849,0.00524983,16.6,15.8,6.2,267.5,28.8,3.6,25.2,18.4,13.1,19.6,12.8,575,122,8,87,330,39,232,47
54,lecucodon ,-103.29,22.3,L107798am,1,-0.0100473,0.00104031,-0.0100648,-0.00214676,-0.00696291,0.00880721,0.000802927,0.00247252,0.00194824,0.00169215,0.0506009,-0.00730916,-0.0110734,0.00405765,-0.0047809,-0.00151196,0.0133851,-0.00605782,-3.79E-05,0.00225226,-0.00463717,-0.00339844,0.000995818,-0.000231597,-0.00672233,-0.00321295,0.00244394,-0.00203957,-0.00468082,0.00155906,0.0021436,0.00149868,0.00224508,0.00446937,0.0110866,0.00364137,-0.00198348,-0.0118139,0.00871846,-0.000944336,-0.00750216,0.0186049,-0.00742116,0.00970405,-0.0120729,-0.0199161,0.00481006,-0.0273764,0.000170536,-0.00180815,-0.0120454,0.00789466,-0.0181646,0.0130568,-0.0397476,-0.00593464,-8.26E-05,-0.000764014,-0.000726917,-0.000624679,0.000679034,-0.00544183,-0.000275042,-0.000548299,-0.000597201,0.00339774,0.00826706,-0.00206968,-0.000154983,0.00262501,-0.0070622,-0.011077,0.0221518,-0.00990455,0.0177133,0.00901895,17.1,17.2,6.2,311.7,30.4,2.9,27.5,19.6,15.7,20.8,12.8,571,143,3,103,368,16,236,48
55,lecucodon ,-103.29,22.3,L107801am,1,-0.0027193,-0.00851763,0.00496631,0.000205385,-0.0152237,0.0102683,-0.00506206,-0.0060474,-0.00546712,0.00283054,0.00602107,0.00879935,0.0109076,0.00887232,-0.00519947,-0.00153135,0.00731196,-0.00156781,0.0027177,0.00288711,-0.00137265,-0.00024425,-0.00266486,0.00667356,-0.00428682,-0.00180415,0.00777212,0.00273497,0.000161344,-0.00229072,-0.00251954,0.000905216,-0.00274117,0.0083982,0.000597011,0.00309962,0.000231168,-0.00384648,0.0137561,0.00169247,-0.0106103,0.000934896,0.00516608,-0.00441267,0.00566779,-0.0285405,-0.000220069,-0.0236209,0.00423127,-0.000818795,0.00744113,0.0226544,-0.00679859,-0.00945419,-0.0363773,0.00103122,8.20E-05,-0.000732084,-2.17E-05,0.000503693,-0.00523517,-0.00462088,-0.000269399,-0.00214379,-0.00343031,-0.0056359,-0.00523883,0.00647208,-0.0011014,0.00671348,0.00412431,0.00413943,-0.00402923,0.00199168,0.00719149,0.00249515,17.1,17.2,6.2,311.7,30.4,2.9,27.5,19.6,15.7,20.8,12.8,571,143,3,103,368,16,236,48
56,lecucodon ,-103.21,22.31,L107804am,1,-0.00680797,-0.00478787,-0.00174153,-0.00327316,-0.0138594,0.00556677,0.0150204,-0.000631923,0.00537884,-0.00859055,0.0215884,-0.000220006,0.000822504,0.00121274,-0.00473682,-0.000443434,-0.00781055,0.00662449,0.0103826,-0.00157686,0.00490969,0.005748,-0.00297124,0.00131606,-0.00798658,-0.000457456,0.00410068,0.00772056,-0.0135244,-0.00272365,0.0192161,0.0100409,0.00169561,4.80E-05,-0.00399978,-0.00843355,0.0108157,0.00225299,0.00697896,0.00603574,0.00922005,0.00331665,0.000904985,0.00100085,0.0019755,-0.0202527,0.00699148,-0.0188994,0.0017298,-0.00216913,0.0035422,0.0258038,-0.000463816,-0.0292187,-0.0336231,0.00917565,0.000502899,-0.000935034,-0.000726976,0.00336504,-0.00534506,-0.0107731,-0.00309277,-0.00132185,-0.00503475,0.00601142,-0.00689315,-0.00206994,-0.00103438,0.00313337,0.00255242,0.000186403,0.0040531,0.00366199,0.0125865,0.00353571,18.3,18,6.2,328.9,32.1,3.5,28.6,21,16.9,22.1,13.8,592,144,3,102,379,18,251,47
57,lecucodon ,-101.78,21.21,L109419am,1,0.0160457,-0.00587367,0.00920074,-0.00111175,0.0103895,-0.0130487,-0.00749141,0.0122632,0.00536925,-0.0196754,-0.00985803,0.000338265,-0.0177157,0.0174175,-0.00853975,3.92E-05,0.000601253,-0.00365757,0.00607214,0.00103612,0.00587837,-0.00213572,-0.00133998,-0.00373832,0.00807861,-0.00214198,-0.00838236,0.000198291,-0.00747343,-0.00235234,0.00761912,0.00200439,0.0107769,0.00792352,-0.00017607,-0.000941457,-0.0054209,-0.0109557,-0.00690376,0.0104823,-0.00261831,-0.00358557,-0.00325924,0.00281568,0.0015506,-0.00906964,0.00507526,-0.00590397,-0.00072965,0.0110721,-0.023536,0.0135345,0.0340152,-0.00327749,-0.0113614,-0.0140206,0.00017945,0.00141884,-0.000682212,0.00114918,-0.00773773,-0.00300868,0.000469667,-0.00117105,-0.005913,-0.0010338,-0.00385757,0.0100448,-0.000151738,0.000531185,0.00522277,0.00652011,-0.00177256,-0.00556851,0.000870781,0.00610691,17.5,15.4,6.2,254.4,29.6,5,24.6,19.6,17,20.4,13.9,747,168,7,98,460,28,181,41
58,lecucodon ,-102.57,22.91,109422af,1,-0.00788496,-0.00516846,0.00700074,-0.00612031,-0.0196784,0.00228064,0.0016014,-0.00521703,0.00419908,-0.00296751,0.01296,0.00508627,0.0012266,0.0094422,0.00347779,0.00154044,0.00106076,-0.000456973,-0.00220067,-0.00117381,0.0101473,-0.000984242,-0.0133101,-0.00104766,-0.00593267,-0.00530334,0.00463085,-0.00191708,0.00180646,-0.00330277,-0.00451037,0.00384445,-0.00255145,0.00396563,0.00752945,-0.00312916,0.00529483,0.000571872,0.00841229,-0.00692324,0.0041231,0.00167453,-0.00473569,-0.00150626,0.00610358,0.0154216,0.00720413,0.00669537,0.010095,0.0110669,0.0142538,-0.00409587,0.0205876,0.0134566,-0.0545017,0.0165913,0.000455033,-0.00205496,-0.00077037,0.00240576,-0.00665751,-0.00769599,-0.00245364,-0.000178106,-0.00133481,-0.00134666,0.00197049,-0.00197934,-0.00976647,0.0115831,0.00331432,-0.00180559,0.00572715,0.00012864,0.0129774,0.0044304,16,17.4,6.6,274.9,28.8,2.6,26.2,18,15,19,12.1,411,83,3,89,242,12,167,39
59,lecucodon ,-100.94,19.88,L112369af,1,-0.00726458,-0.00911897,0.0215556,-0.00526103,-0.00289709,-0.00890883,0.00630821,-0.000291938,0.00519977,-0.00846135,0.021667,0.00190101,-0.00743966,0.0111912,-0.00254446,-0.000415627,-0.00794172,0.00076845,0.00566951,-0.00207866,-0.00879723,0.000750122,-0.00445964,-0.00404974,-0.00116919,0.002814,-0.00519085,0.00153835,0.000590863,4.51E-05,-0.00883963,0.00173205,0.00351397,0.00353949,0.000264436,0.00222364,-0.0145949,0.00627494,0.00877222,0.00482452,-0.00455225,-0.00271853,-0.00459698,-0.00906937,0.00152482,0.0192549,-0.00348291,0.0105317,-1.60E-05,0.00754943,0.00563654,-0.000587239,0.0129847,0.0104369,0.00823036,-0.0482352,0.000122486,-0.00178934,-0.000603308,0.00176336,-0.00204263,-0.00367772,-0.000615319,-0.000122008,-0.00370417,-0.00219281,0.00144916,0.00503569,0.000339434,0.00817525,-0.00324933,0.0117269,0.00302592,-0.0100195,0.00235266,0.0161747,18,16.1,6.5,225,30.1,5.4,24.7,19.1,17.9,20.5,14.8,707,169,6,105,456,23,165,24
60,lecucodon ,-101.27,35.93,L119609af,1,-0.0119848,-0.0094116,0.010761,-0.00731536,-0.000749437,0.00647894,0.00264231,-0.00195073,0.0146021,0.000433746,0.0129271,0.0104442,0.000534776,-0.00357336,-0.00304087,0.00282833,-0.00447132,-0.00171866,0.00550461,0.00203914,-0.00805331,-0.00267369,0.00125365,0.00124395,0.00460025,0.00202561,-0.0080679,0.00144976,0.00625485,0.00329509,-0.00679511,0.0060108,-0.00623694,0.00111133,0.00168894,-0.00376052,-0.000653634,0.00316332,0.0016651,0.00251832,0.00200831,0.00180744,-0.00191373,-0.0016382,0.00313563,0.00138771,0.0015889,0.00144647,-0.00693912,0.00317384,-0.0136829,0.0130334,0.0410703,-0.00824609,-0.0500893,0.0046051,0.000144936,-0.000583664,-0.00131705,0.000197942,-0.00315362,0.000693552,-0.00131376,0.00369227,-0.00467091,0.00221553,-0.00339273,0.00211197,-0.00258109,0.00150367,0.00244221,0.00574151,0.00130894,-0.0051884,0.00823229,-0.00142084,14.2,15.9,3.9,866.7,34.2,-6.2,40.4,23,2.8,25.2,2.8,494,80,11,56,217,41,211,41
61,lecucodon ,-103.41,37.15,L119681am,1,-0.00862848,-0.00810279,0.00496075,-0.0109589,0.00226255,0.00436199,-0.0152298,-0.00644636,-0.00881804,-0.0102505,-0.0133421,0.0144741,-0.0109472,0.0124623,-0.00320294,0.00175894,-0.000380415,0.00111906,0.00447927,-0.00197117,0.000304321,0.00202629,-0.00113779,-0.00300158,0.00677453,0.000824697,-3.39E-05,0.0058802,-0.013023,0.000109362,0.0150546,0.00448088,0.00949699,-0.000523252,-0.00564736,-0.00211883,-0.0116422,0.000834521,0.0181681,0.00710453,-0.00271348,-0.00316951,-0.00255982,-0.00679068,0.00251592,0.00119281,0.00514373,-0.00299675,0.0201966,0.0112245,0.0189717,0.0212597,-0.000383278,-0.0187321,0.00892291,-0.0401922,0.000174823,0.000177929,0.000832109,0.00331137,0.0017354,-0.00866973,-0.00107741,0.000512826,0.00131412,-0.00114812,-0.00416349,-0.00437361,0.00155776,0.00187889,0.000331324,0.000338091,-0.00703326,0.0132778,-0.00148333,0.00480765,10.7,16.7,4.1,819.2,31.1,-8.7,39.8,19.1,0.4,21.4,0.4,401,72,9,62,182,30,182,30
62,lecucodon ,-101.01,29.46,L147767AF,1,0.00574704,-0.000278237,-0.0127815,0.00150789,-0.0215062,0.00146946,0.0149398,-0.0021574,0.0065761,-0.000423004,0.00215293,-0.0104848,-0.0254853,-0.0117152,0.0032694,-0.00322391,-0.00912796,0.00135971,0.00292727,0.000131835,0.000101874,0.00106086,-0.00402862,0.00436541,0.00484247,-0.00199229,-0.00389573,0.00438699,0.0056784,-0.000928677,-0.00994961,0.00511307,-0.00889506,0.00365878,-0.00744893,0.000593002,-0.00541032,0.00134981,0.0019886,0.00832428,-0.00857084,-0.00461135,-0.0115935,0.00888161,-0.00705582,-0.0279365,-0.011529,-0.0259865,0.00763954,-0.00430657,0.00916718,0.00319904,-0.022971,-0.0344993,-0.0441955,-0.000574605,-0.000303613,-0.00202879,-0.000485204,-0.000358028,-0.000158403,-0.00228156,0.000909822,-0.00188001,-0.0064278,0.00135066,-0.00652012,0.0114105,0.00520986,-0.000978094,0.00126106,-0.000941502,-0.00236341,-0.00508722,-0.00525709,0.016979,21,13.3,4,692,36.1,3.6,32.5,26.1,12.4,29.4,11.7,399,95,9,69,168,31,93,43
63,lecucodon ,-104.75,31.97,l153996am,1,0.00904549,-0.00109069,-0.0247423,0.00306897,-0.00282048,0.00385965,0.0504525,-0.00507165,0.0147969,-0.00457171,0.0123085,0.000404979,0.00142814,0.00297827,-0.00276475,0.00189021,0.00793086,-0.00268606,0.00301688,0.000672035,-0.00691523,-0.000308133,-0.00047456,0.00571472,-0.0104034,-0.00218772,0.00601452,0.00415385,-0.0055455,0.00262374,0.00442975,3.36E-06,0.000551256,-0.00241319,-0.0147519,0.00243213,0.000247959,0.00310605,0.0213043,0.00122938,-0.00622744,0.00270837,-0.0149453,0.00638272,-0.0117128,0.0121256,-0.000657701,0.0169209,0.0131363,0.00703538,0.013822,0.0176431,-0.0165767,0.00550705,-0.00809955,-0.0258109,-2.25E-05,-4.23E-05,-0.000223389,0.000548083,-0.00351358,0.000923673,0.000646967,-0.000380345,0.00126952,-0.0023961,0.0020937,-0.00326037,0.00352161,-0.00131693,-0.00653037,-0.00487413,0.00662323,-0.00372301,0.00400593,0.0143073,13.8,14.9,4.5,651.7,30,-2.7,32.7,22.1,9.6,22.1,5.3,216,43,3,82,116,11,116,17
64,micropus,-104.44,32.17,mi8403af,2,0.0235646,0.00773284,-0.0012074,0.00218516,0.00578248,0.0104584,-0.0146854,-0.00828017,0.00497739,0.00239416,-0.000437892,-0.000892444,-0.024655,0.00996942,0.00390366,-0.00166749,0.0106385,-0.00263096,-0.00431189,0.0033192,0.000389965,-0.000479067,0.00816708,0.00590121,0.0106831,0.00196382,0.003016,0.00347338,0.00298334,-0.000767558,0.00035191,-0.000531228,-0.00797682,-0.00120523,-0.00205103,0.00164155,0.00940732,0.00450191,0.0020934,0.00220387,0.00521331,0.0188692,-0.0058227,-0.00433227,0.00482056,-0.00708059,-0.00459601,-0.0197033,0.00526518,0.00872253,0.0147604,0.0115872,-0.00732201,0.000833219,-0.0268969,0.0299106,0.000715813,0.00369602,4.47E-06,0.00439726,-0.00610182,-0.0050314,-0.00116289,-0.00211424,-7.48E-05,-0.00468699,0.00436442,-0.00314794,-0.0109606,0.00451911,0.00637066,-0.0041695,0.00461472,-0.0073334,0.00742703,0.00237874,16.2,14.6,4.3,693.1,32.8,-0.8,33.6,23.9,8.6,25,7.1,329,66,8,69,163,29,141,32
65,micropus,-102.08,29.26,mi36314am,2,-0.0121158,0.00200835,-0.0145243,0.00151448,-0.00187574,-0.00853029,-0.00581834,0.00683418,0.00818927,-0.000100013,0.0404482,-0.00332166,-0.00550764,0.0150621,-0.00325354,-0.00283931,0.00913124,0.00148136,-0.00301601,-0.000865529,-0.00934797,0.00515561,-0.000178307,-0.000850505,0.00488693,0.00110244,0.00520443,0.00209423,0.0111592,-0.00273385,-0.00738355,0.00415986,-0.0126046,0.000177835,-0.00475556,-0.00369327,-0.00463103,0.00302267,0.00323147,0.00287795,-0.0147432,0.000413333,-0.000751555,-0.00537009,-0.00565067,0.0153457,-0.00416439,0.0140154,0.000402479,0.0113342,0.00844415,-0.00724749,0.0120352,0.0211259,0.0280863,-0.00372129,0.000409235,-0.000985246,0.000671474,0.00228301,0.00286208,-0.00467723,-0.00252503,-0.00249035,-0.00031156,0.00323896,-0.00296306,-0.00228447,-0.00047951,0.00455835,-0.00275881,-0.0120041,0.0035587,0.000409824,0.00195424,0.0198706,20.2,13.7,4.7,552.5,33.2,4.1,29.1,25.8,14.1,26.4,12.4,238,43,4,65,112,21,99,26
66,micropus,-104.22,35.38,mi42083af,2,0.0144768,-0.00563252,-0.00784164,0.00397785,0.00373246,0.0015459,0.0147966,0.00698786,0.00815509,0.0141729,-0.000204405,-0.000909172,-0.00268557,0.00171766,0.00316364,-0.00292229,-0.00188925,0.00257701,0.00306339,-0.00122743,-0.00191388,0.000977693,-0.00219242,-0.00276321,0.00868775,-5.47E-05,0.00178126,0.00567438,-0.00205812,-0.00370565,-0.00768764,0.0037941,-0.00171075,-0.00434131,-0.00562479,-0.00160873,-0.00385732,0.00776991,-0.00726444,-0.00442448,0.00711934,0.00236043,6.18E-05,-0.00431701,-0.00347207,-0.00209401,-0.00617654,0.00183997,-0.00478689,0.00549359,0.0386693,0.00280772,0.00194351,2.46E-05,0.00706205,0.0234892,0.00022253,-0.000407646,-0.000609721,0.00218293,-0.00387163,-0.00560889,-0.00039897,-0.000198144,-0.00578734,-0.00127632,-0.00963607,0.0019076,0.00209299,-0.00111695,0.00603332,0.000652172,-0.00682248,-0.000212415,-0.00328514,0.00408533,14,16.8,4.2,820.5,33.7,-6.1,39.8,24.7,3.5,24.7,3.5,354,66,9,66,175,29,175,29
67,micropus,-100.6,28.39,mi49580am,2,0.0118923,-0.00731344,0.00401534,-0.00767721,0.00191851,0.0171203,-0.000347636,-0.0101255,0.00501317,-0.00142004,-0.0070596,0.010714,-0.000541414,-0.00367074,0.00283011,-0.000580474,0.00336859,-0.00223837,-0.00176107,0.00259986,0.00470666,-0.00642516,0.00245036,-0.00439777,0.00386102,-0.00335269,0.0104096,-0.00267341,0.00764082,0.000791591,-0.00758828,0.000373325,-0.0113405,0.000454287,0.00249122,0.00745754,0.00349964,-0.00318306,-0.00651947,-0.00418702,0.0126974,-0.00199551,-0.0106335,-0.00180937,-0.00288753,-0.0100436,0.00791953,-0.0281663,-0.00744963,0.00148451,-0.014317,0.00609309,0.029494,-0.00393408,-0.0217486,0.0121941,0.000418329,-0.000460411,-0.00104695,0.00339796,-0.0073731,-0.000943761,-0.00129447,0.0011491,-0.00391552,0.000276009,-0.00343991,0.000196359,-0.00571706,0.00195609,0.00734655,-0.00231407,-0.00126144,-0.00236586,0.00215444,0.00149447,21.9,13.6,4.1,671.9,37.4,5,32.4,26.7,13.6,30,12.8,465,81,15,57,180,51,138,54
68,micropus,-101.46,25.56,mi49588af,2,0.0130857,0.00474396,-0.0148962,-0.00259572,-0.00236822,0.00585695,-0.00410431,-0.00325683,0.0138138,-0.00508102,0.0287255,-0.00510706,-0.0168402,0.0133917,0.00995801,-0.000678298,0.00267106,-0.00675182,-0.00589104,0.00186832,0.00134288,-0.00517023,0.0125734,-0.000110942,0.00458463,0.000338137,-0.00137118,-0.00649675,0.00663498,0.00346413,-0.00105356,0.00035128,-0.0168119,-0.00314841,0.00959466,0.00420388,0.0203631,-0.00219598,0.0113213,-0.00129266,0.0076747,0.0265976,0.00163559,0.013535,0.00435151,0.00216302,0.0200637,-0.0080156,0.0142632,0.0102039,-0.00202227,-0.0175578,-0.0222262,0.0188822,0.00192496,-0.00366949,-0.000122039,0.00249066,-5.84E-05,-0.000179318,-0.00274516,-0.00645682,-0.000495773,0.000259236,0.00448497,-0.00417825,0.00538696,-0.00274855,-0.00385115,-0.000282665,-0.00428151,-0.0255389,0.0131532,0.00289487,0.0150816,0.0138202,20.4,14.6,5.1,497.6,33.6,5.4,28.2,25.2,15.1,26.2,13.7,301,58,5,66,156,28,145,38
69,micropus,-99.89,26.98,mi49594am,2,-0.00551714,-0.00378672,-0.0059547,-0.0035521,-0.0191448,0.000708158,-0.00239928,-0.00350371,-0.00183612,-0.0103405,0.000109968,0.00750439,-0.0037849,0.0103585,-0.00050048,-0.0018753,0.00952849,-0.000492372,-0.00101999,0.000467334,0.00429946,-0.000299016,0.00487627,-0.00229826,0.00116663,-9.61E-05,0.0106655,0.00119266,0.00546676,-0.00302823,0.00685204,0.00651962,-0.0101399,-0.00268727,-0.00298299,-0.000194809,0.00187539,-0.00195878,0.00703744,0.00728632,-0.00685448,0.00348483,-0.00168786,-0.00373096,0.00220285,-0.00780567,-0.000394339,-0.00753811,0.00870661,0.00742355,0.00343879,-0.00104098,0.00504518,-0.0016151,-0.00715223,0.0239235,0.000821314,0.0032776,-0.000145168,0.0049894,-0.00603511,-0.00708739,-0.0014698,-0.00253371,-0.00402241,0.00322694,-0.00355602,0.00415462,0.000301529,-6.41E-06,-0.000236955,-0.00626669,0.00618048,-0.00370312,0.0059349,0.0157582,23,13.5,4.2,637,38.1,6.6,31.5,27.6,16,30.5,14.2,450,101,10,67,193,42,145,48
70,micropus,-98.87,29.45,mi51719af,2,0.00505216,-0.00386385,0.000789717,-0.00677445,-0.0193705,0.0111066,-0.01611,-0.00297222,0.0166616,0.00831497,-0.00196716,0.00292809,-0.00953366,-0.00491675,0.00544918,-0.000207935,0.00794275,0.00407485,-0.00249866,0.00171829,0.0075735,0.000614405,0.0178525,-0.000699924,0.00225971,-7.65E-06,0.00234428,0.00431983,0.00568258,-0.00471007,-0.00154004,0.00474911,-0.0138549,-0.00536762,-0.00550843,-0.00340907,0.0133004,0.00974496,-0.00139958,-0.00222128,0.0237736,0.00784777,0.00299495,-0.00579462,0.00806121,-0.00373881,0.00940648,-0.00111176,-0.00683422,0.00849656,-0.00414211,0.0107196,0.0381744,0.01349,-0.0223896,0.0274103,0.000529749,0.00226711,-0.000556231,0.00354183,-0.000475516,0.00178574,-0.00111432,-0.000450784,-0.00362198,0.00344745,0.000167112,0.00417857,-0.0005727,-0.00133604,-0.00384036,-0.00584491,0.0114916,-0.014673,0.00959868,0.0166061,20.2,13,4.1,648.9,35.2,3.9,31.3,24,12.4,28.1,11.4,718,96,36,33,241,119,193,122
